Gene	Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-48-Fraction-01	Grad-48-Fraction-02	Grad-48-Fraction-03	Grad-48-Fraction-04	Grad-48-Fraction-05	Grad-48-Fraction-06	Grad-48-Fraction-07	Grad-48-Fraction-08	Grad-48-Fraction-09	Grad-48-Fraction-10	Grad-48-Fraction-11	Grad-48-Fraction-12	Grad-48-Fraction-13	Grad-48-Fraction-14	Grad-48-Fraction-15	Grad-48-Fraction-16	Grad-48-Fraction-17	Grad-48-Fraction-18	Grad-48-Fraction-19	Grad-48-Fraction-20	Grad-48-Fraction-21P	Cluster_label
yahA	sense	NC_000913.3	RefSeq	CDS	332371	333459	.	+	0	ID=cds313;Parent=gene326;Dbxref=ASAP:ABE-0001086,UniProtKB/Swiss-Prot:P21514,Genbank:NP_414849.1,EcoGene:EG11236,GeneID:947459;Name=NP_414849.1;Ontology_term=GO:0006355;gbkey=CDS;gene=yahA;go_process=regulation of transcription%2C DNA-dependent|0006355||;product=c-di-GMP-specific phosphodiesterase;protein_id=NP_414849.1;transl_table=11	0.007449334101848697	0.038145088501961334	0.06388003836980942	0.11608722435354953	0.09176320247104668	0.2635650340358188	0.04469481610260224	0.008189736581931591	0.21466915449854831	0.20501696761676275	0.17228237083263218	0.17988427669171694	0.1088790429834613	0.08686290334146678	0.06903775429433177	0.09957785349651688	0.06415990584291074	0.11347018975055967	0.04810524323503231	0.023767604291518186	1.0	3
yahB	sense	NC_000913.3	RefSeq	CDS	333501	334433	.	-	0	ID=cds314;Parent=gene327;Dbxref=ASAP:ABE-0001088,UniProtKB/Swiss-Prot:P77700,Genbank:NP_414850.1,EcoGene:EG13586,GeneID:945278;Name=NP_414850.1;Note=putative transcriptional regulator LYSR-type;Ontology_term=GO:0006350,GO:0016563,GO:0016564;gbkey=CDS;gene=yahB;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||;product=putative DNA-bindng transcriptional regulator;protein_id=NP_414850.1;transl_table=11	0.009966001028148931	0.07979540135275154	0.2963392513564712	0.3616563527937505	0.2645012309064089	0.38466248210633	0.06139319731740591	0.01328065391664582	0.3084056011841475	0.2057095925073599	0.25474754549149514	0.2282902688919557	0.1418790618027729	0.11524807814346945	0.1227985730944786	0.1816623002976997	0.1902037749228181	0.19393233710568625	0.11408743496956986	0.05781309151990908	1.0	4
yahC	sense	NC_000913.3	RefSeq	CDS	334525	335022	.	-	0	ID=cds315;Parent=gene328;Dbxref=ASAP:ABE-0001091,UniProtKB/Swiss-Prot:P77219,Genbank:NP_414851.1,EcoGene:EG13587,GeneID:947337;Name=NP_414851.1;gbkey=CDS;gene=yahC;product=putative inner membrane protein;protein_id=NP_414851.1;transl_table=11	0.0	0.03120961786524109	0.06719848192148782	0.06575570050795461	0.06757108545595254	0.1702453569130886	0.05162609774418225	0.006700693567034935	0.19759319902707284	0.5346749325914436	0.2893354648911669	0.24956277122052425	0.057267548582210163	0.13567841926890262	0.2330024207433697	0.10863038563256383	0.13779797959443327	0.16124711175079526	0.059038253061176	0.07454384982339791	1.0	3
yahD	sense	NC_000913.3	RefSeq	CDS	335280	335885	.	+	0	ID=cds316;Parent=gene329;Dbxref=ASAP:ABE-0001095,UniProtKB/Swiss-Prot:P77736,Genbank:NP_414852.1,EcoGene:EG13588,GeneID:947681;Name=NP_414852.1;Note=putative transcription factor;gbkey=CDS;gene=yahD;product=ankyrin repeat protein;protein_id=NP_414852.1;transl_table=11	0.0	0.0011637484627717016	0.008352353685156678	0.024519074765678	0.029395330961064108	0.0317406597634572	0.008422054081148376	0.00208213641913515	0.04297931165278138	0.06450216036247725	0.02489718472335986	0.04294952516441878	0.03203100174937178	0.0216822655490256	0.031593548575372166	0.035442964803844984	0.029361312843365926	0.043728030305300425	0.026141938325817345	0.013898005899277576	1.0	0
yahJ	sense	NC_000913.3	RefSeq	CDS	341125	342507	.	+	0	ID=cds321;Parent=gene334;Dbxref=ASAP:ABE-0001109,UniProtKB/Swiss-Prot:P77554,Genbank:NP_414858.1,EcoGene:EG13594,GeneID:944976;Name=NP_414858.1;Note=putative deaminase;Ontology_term=GO:0009310;gbkey=CDS;gene=yahJ;go_process=amine catabolic process|0009310||;product=putative metallo-dependent hydrolase domain deaminase;protein_id=NP_414858.1;transl_table=11	0.0009100996414023293	0.005592311617482114	0.035677022075963384	0.049093622551187835	0.03699593366592877	0.06779000637263258	0.011884514582512542	0.0016675934216602785	0.06392721144993534	0.0814037959654793	0.07422215023487297	0.055419786995716834	0.038955753258788514	0.045343078708482656	0.045335312633325325	0.039200331466954605	0.039192702664221486	0.051073745803419335	0.02791627803118956	0.0159705395352509	1.0	0
yahK	sense	NC_000913.3	RefSeq	CDS	342884	343933	.	+	0	ID=cds322;Parent=gene335;Dbxref=ASAP:ABE-0001113,UniProtKB/Swiss-Prot:P75691,Genbank:NP_414859.1,EcoGene:EG13595,GeneID:944975;Name=NP_414859.1;Note=putative oxidoreductase;gbkey=CDS;gene=yahK;product=broad specificity NADPH-dependent aldehyde reductase%2C Zn-containing;protein_id=NP_414859.1;transl_table=11	0.0003089585572195312	0.004429752213130994	0.018167331517944488	0.024443747347043042	0.03881964049235985	0.05177969380766751	0.010140840628321516	0.002377665459270461	0.07011371578380006	0.0717441289327093	0.07671851390946219	0.047683209389529455	0.025159015198943327	0.02358071276299559	0.04294975497573635	0.030286351754700982	0.035923633916652785	0.039382935128074434	0.0254381412959445	0.01035040832049985	1.0	0
yahN	sense	NC_000913.3	RefSeq	CDS	345666	346337	.	-	0	ID=cds325;Parent=gene338;Dbxref=ASAP:ABE-0001122,UniProtKB/Swiss-Prot:P75693,Genbank:NP_414862.1,EcoGene:EG13598,GeneID:944968;Name=NP_414862.1;Note=putative cytochrome subunit of dehydrogenase;gbkey=CDS;gene=yahN;product=amino acid exporter for proline%2C lysine%2C glutamate%2C homoserine;protein_id=NP_414862.1;transl_table=11	0.0014547868536851332	0.009414757300622592	0.044705915258016614	0.08214908844622587	0.07926968058336817	0.13850709508413886	0.02634933105087419	0.004491877682056662	0.1319568616771288	0.1921501651996788	0.16106731345156056	0.12137801519515165	0.0660189606693346	0.06644323064711792	0.07228883967661331	0.07158020216716378	0.08097744348940777	0.09893693975845197	0.0626259308354961	0.029034663414292294	1.0	3
yahO	sense	NC_000913.3	RefSeq	CDS	346484	346759	.	+	0	ID=cds326;Parent=gene339;Dbxref=ASAP:ABE-0001130,UniProtKB/Swiss-Prot:P75694,Genbank:NP_414863.1,EcoGene:EG13599,GeneID:944985;Name=NP_414863.1;gbkey=CDS;gene=yahO;product=periplasmic protein%2C function unknown%2C YhcN family;protein_id=NP_414863.1;transl_table=11	0.0	0.0004751637322043626	0.005968031266383578	0.027530933430666128	0.0334348277515613	0.06739124162926415	0.013755050264020878	0.0022103787314555843	0.06142026198131041	0.07422110808617229	0.08047792409136795	0.0606470082843595	0.06175912102003054	0.03467411901236909	0.04434302124873818	0.043414565884294536	0.06293886957254392	0.09540919068991692	0.05954896459284707	0.029976788111620675	1.0	0
prpR	sense	NC_000913.3	RefSeq	CDS	346857	348443	.	-	0	ID=cds327;Parent=gene340;Dbxref=ASAP:ABE-0001133,UniProtKB/Swiss-Prot:P77743,Genbank:NP_414864.1,EcoGene:EG13600,GeneID:944987;Name=NP_414864.1;Note=regulator for prp operon;Ontology_term=GO:0005737,GO:0019395,GO:0006350,GO:0016564;gbkey=CDS;gene=prpR;go_component=cytoplasm|0005737||;go_function=transcription repressor activity|0016564||;go_process=fatty acid oxidation|0019395||,transcription|0006350||;product=propionate catabolism operon regulatory protein;protein_id=NP_414864.1;transl_table=11	0.00034381542008532446	0.010563255277466214	0.08339503910256438	0.08531380630006419	0.09529255641224077	0.2420103227502983	0.03822316852213493	0.00831573252934592	0.2062062359077401	0.29806312984283195	0.2636548023268621	0.22091473712775397	0.1292190839803716	0.1082445410870586	0.08244701041688465	0.10110982047338632	0.13325518905835304	0.14140131338146664	0.07618205346932518	0.03565140643727727	1.0	3
prpE	sense	NC_000913.3	RefSeq	CDS	352706	354592	.	+	0	ID=cds331;Parent=gene344;Dbxref=ASAP:ABE-0001154,UniProtKB/Swiss-Prot:P77495,Genbank:NP_414869.1,EcoGene:EG13604,GeneID:946891;Name=NP_414869.1;Note=putative propionyl-CoA synthetase;Ontology_term=GO:0005737,GO:0019395;gbkey=CDS;gene=prpE;go_component=cytoplasm|0005737||;go_process=fatty acid oxidation|0019395||;product=propionate--CoA ligase;protein_id=NP_414869.1;transl_table=11	0.007110728006310122	0.10299173895529563	0.156796457816805	0.3397377859577657	0.2252369515198419	0.4256133922827217	0.07098588439825061	0.022335645223449798	0.2799236986216867	0.2201602663611828	0.2559506035575708	0.1439785218579948	0.17180264574663054	0.13567841926890267	0.09531917212228762	0.08147278922442293	0.06889898979721666	0.07329414170490699	0.03689890816323501	0.0275488140651688	1.0	4
codB	sense	NC_000913.3	RefSeq	CDS	354922	356181	.	+	0	ID=cds332;Parent=gene345;Dbxref=ASAP:ABE-0001159,UniProtKB/Swiss-Prot:P0AA82,Genbank:NP_414870.1,EcoGene:EG11327,GeneID:944994;Name=NP_414870.1;Note=cytosine permease/transport;Ontology_term=GO:0009274,GO:0019866,GO:0015949;gbkey=CDS;gene=codB;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=cytosine transporter;protein_id=NP_414870.1;transl_table=11	0.001764315971490481	0.025296216585511202	0.11022908876594936	0.15227635907105286	0.11084028930055377	0.1281320317819562	0.033624892609697664	0.0051724652096410036	0.2478581356216792	0.2822355294329447	0.335020011979246	0.1944973014572912	0.09393887355152017	0.1122152339817992	0.09810628241826096	0.06289127589253697	0.06268253958994897	0.050920140552882735	0.027771283512329503	0.012196533781173805	1.0	3
codA	sense	NC_000913.3	RefSeq	CDS	356171	357454	.	+	0	ID=cds333;Parent=gene346;Dbxref=ASAP:ABE-0001161,UniProtKB/Swiss-Prot:P25524,Genbank:NP_414871.1,EcoGene:EG11326,GeneID:944996;Name=NP_414871.1;Ontology_term=GO:0005737,GO:0015949;gbkey=CDS;gene=codA;go_component=cytoplasm|0005737||;go_process=nucleobase%2C nucleoside and nucleotide interconversion|0015949||;product=cytosine/isoguanine deaminase;protein_id=NP_414871.1;transl_table=11	0.00027253661348226936	0.005582208073457756	0.03104970506128368	0.06076610805748652	0.036257655610511134	0.057855739178594365	0.009811057193254149	0.003096119927315601	0.0795192142426025	0.11954114346556667	0.11544466954381767	0.060947005729590185	0.06316501970991742	0.05373558765469897	0.0492525442221757	0.040074014212012884	0.04313188792183481	0.057681893634430825	0.02507925790606867	0.017101081136580154	1.0	0
cynR	sense	NC_000913.3	RefSeq	CDS	357791	358690	.	-	0	ID=cds334;Parent=gene347;Dbxref=ASAP:ABE-0001165,UniProtKB/Swiss-Prot:P27111,Genbank:NP_414872.3,EcoGene:EG11421,GeneID:945001;Name=NP_414872.3;Note=cyn operon positive regulator;Ontology_term=GO:0005737,GO:0006350,GO:0006805,GO:0016563,GO:0016564;gbkey=CDS;gene=cynR;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=transcription|0006350||,xenobiotic metabolic process|0006805||;product=transcriptional activator of cyn operon%3B autorepressor;protein_id=NP_414872.3;transl_table=11	0.005157231301279868	0.039612207290498316	0.0758136719114222	0.13909859722836554	0.13340957897713712	0.201675268958582	0.0491440738141735	0.01606448329532735	0.33438849066120024	0.4524172506542986	0.4143146893707835	0.3817276707722221	0.1372952767291449	0.2132089445654185	0.04480815783526342	0.10340777093869062	0.14158363837450014	0.22946704364536266	0.0686887367346375	0.04387865407664895	1.0	4
cynX	sense	NC_000913.3	RefSeq	CDS	359992	361146	.	+	0	ID=cds337;Parent=gene350;Dbxref=ASAP:ABE-0001175,UniProtKB/Swiss-Prot:P17583,Genbank:NP_414875.1,EcoGene:EG10177,GeneID:946770;Name=NP_414875.1;Note=cyanate transport;Ontology_term=GO:0009274,GO:0019866,GO:0009440,GO:0006805;gbkey=CDS;gene=cynX;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=cyanate catabolic process|0009440||,xenobiotic metabolic process|0006805||;product=putative cyanate transporter;protein_id=NP_414875.1;transl_table=11	0.006207778418207247	0.02670156195137293	0.1505743761574079	0.17413083653032427	0.2339961663011691	0.4161553168986611	0.04732392293216706	0.012284604872897384	0.20125233234238904	0.07688136285628602	0.1360123980257622	0.08212108283752292	0.09332489398582396	0.0355348240942364	0.06472289465093603	0.03319261783217228	0.04811992938218305	0.044790864375220917	0.009019733106568556	0.00990316845479924	1.0	3
lacA	sense	NC_000913.3	RefSeq	CDS	361249	361860	.	-	0	ID=cds338;Parent=gene351;Dbxref=ASAP:ABE-0001177,UniProtKB/Swiss-Prot:P07464,Genbank:NP_414876.1,EcoGene:EG10524,GeneID:945674;Name=NP_414876.1;Ontology_term=GO:0005737,GO:0016052;experiment=N-terminus verified by Edman degradation: PMID 3922433;gbkey=CDS;gene=lacA;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||;product=thiogalactoside acetyltransferase;protein_id=NP_414876.1;transl_table=11	0.0002148846375533278	0.006932136275837207	0.01421506348339166	0.030138029399479207	0.033352394744284274	0.06302352154955686	0.01296857503429578	0.0021261816126168552	0.04179856133265002	0.061542052478709725	0.050612305803817294	0.04263979301179077	0.03129524690149625	0.02665111807067731	0.032485914430565976	0.03734169506119383	0.02810851644199636	0.04341268393290643	0.02692910701528401	0.009427054586780049	1.0	0
lacY	sense	NC_000913.3	RefSeq	CDS	361926	363179	.	-	0	ID=cds339;Parent=gene352;Dbxref=ASAP:ABE-0001181,UniProtKB/Swiss-Prot:P02920,Genbank:NP_414877.1,EcoGene:EG10526,GeneID:949083;Name=NP_414877.1;Note=galactoside permease (lactose permease%2C M protein) (MFS family);Ontology_term=GO:0009274,GO:0019866,GO:0016052;gbkey=CDS;gene=lacY;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=carbohydrate catabolic process|0016052||;product=lactose permease;protein_id=NP_414877.1;transl_table=11	0.00036412223715757367	0.0065724531308878386	0.033120229378818845	0.04664949560815518	0.03834991679645372	0.07704382547064824	0.014457410264409491	0.003702895155170697	0.08632126515541166	0.1317630689278303	0.10820049423393628	0.07784419199437001	0.053885147545786334	0.04212070798950221	0.035591001131879275	0.03711353806489324	0.026020043280997145	0.028899686016435812	0.018186427241350042	0.009439272580134508	1.0	0
lacZ	sense	NC_000913.3	RefSeq	CDS	363231	366305	.	-	0	ID=cds340;Parent=gene353;Dbxref=ASAP:ABE-0001183,UniProtKB/Swiss-Prot:P00722,Genbank:NP_414878.1,EcoGene:EG10527,GeneID:945006;Name=NP_414878.1;Ontology_term=GO:0005737,GO:0016052;gbkey=CDS;gene=lacZ;go_component=cytoplasm|0005737||;go_process=carbohydrate catabolic process|0016052||;product=beta-D-galactosidase;protein_id=NP_414878.1;transl_table=11	0.0029278674293473877	0.009378643604043215	0.028155622241884788	0.047413535488949464	0.03344735809441605	0.0513586311899384	0.012374897731929943	0.003963197001248318	0.051214252843760764	0.06012804966411101	0.0569278572656326	0.04321013659800568	0.030244408242283364	0.02855628702125189	0.026749148488210396	0.026991605252842728	0.02393848200995128	0.02678167548345656	0.015014511873384382	0.009047858928408129	1.0	0
lacI	sense	NC_000913.3	RefSeq	CDS	366428	367510	.	-	0	ID=cds341;Parent=gene354;Dbxref=ASAP:ABE-0001189,UniProtKB/Swiss-Prot:P03023,Genbank:NP_414879.3,EcoGene:EG10525,GeneID:945007;Name=NP_414879.3;Note=transcriptional repressor of the lac operon;Ontology_term=GO:0005737,GO:0016052,GO:0006350,GO:0016564;experiment=N-terminus verified by Edman degradation: PMID 1107032%2C4554534%2C4557395%2C4571224;gbkey=CDS;gene=lacI;go_component=cytoplasm|0005737||;go_function=transcription repressor activity|0016564||;go_process=carbohydrate catabolic process|0016052||,transcription|0006350||;product=lactose-inducible lac operon transcriptional repressor;protein_id=NP_414879.3;transl_table=11	0.0017018144015102045	0.009537868154297949	0.046598445204133546	0.07949378131142966	0.07484652171425038	0.11502602608504416	0.02726570789857492	0.006291362495575898	0.14187026340186487	0.1896299724007557	0.17086344093412076	0.12740793939813186	0.08715529848383224	0.07118859320636148	0.07389783888011478	0.08024558403108431	0.06414648326846661	0.06935649827607429	0.045174144470973066	0.020615164726492545	1.0	3
mhpR	sense	NC_000913.3	RefSeq	CDS	367587	368420	.	-	0	ID=cds342;Parent=gene355;Dbxref=ASAP:ABE-0001191,UniProtKB/Swiss-Prot:P77569,Genbank:NP_414880.2,EcoGene:EG20276,GeneID:945938;Name=NP_414880.2;Note=transcriptional regulator for mhp operon;Ontology_term=GO:0005737,GO:0019395,GO:0006350,GO:0016563;experiment=N-terminus verified by Edman degradation: PMID 12748194;gbkey=CDS;gene=mhpR;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||;go_process=fatty acid oxidation|0019395||,transcription|0006350||;product=mhp operon transcriptional activator;protein_id=NP_414880.2;transl_table=11	0.0008270520538272961	0.009569311178523526	0.035601085500924716	0.0581877543996244	0.05989174687263825	0.07770963260040745	0.01749494631232475	0.0037530918824284906	0.0988354958125575	0.14873819569912972	0.1299293238463423	0.0995152334542896	0.07357602370339072	0.06530573183932895	0.0787071169282721	0.07597711814025579	0.06095506802644645	0.07567187291612126	0.04090839582191723	0.02158734767737497	1.0	0
mhpA	sense	NC_000913.3	RefSeq	CDS	368611	370275	.	+	0	ID=cds343;Parent=gene356;Dbxref=ASAP:ABE-0001196,UniProtKB/Swiss-Prot:P77397,Genbank:NP_414881.1,EcoGene:EG20273,GeneID:945197;Name=NP_414881.1;Ontology_term=GO:0019395;gbkey=CDS;gene=mhpA;go_process=fatty acid oxidation|0019395||;product=3-(3-hydroxyphenyl)propionate hydroxylase;protein_id=NP_414881.1;transl_table=11	0.003192571757935155	0.026156632115630626	0.03519920481601743	0.08036807839861118	0.11798126031991715	0.12484659506959833	0.023661961466083528	0.008189736581931586	0.10350119949037148	0.03294915550983686	0.1165820554506533	0.08044514237145102	0.05999457470517254	0.020305613768135087	0.03328606010619567	0.042676222927078664	0.030934240317117674	0.04607060335737008	0.01546239961126038	0.0016976860208227267	1.0	0
mhpB	sense	NC_000913.3	RefSeq	CDS	370277	371221	.	+	0	ID=cds344;Parent=gene357;Dbxref=ASAP:ABE-0001198,UniProtKB/Swiss-Prot:P0ABR9,Genbank:NP_414882.1,EcoGene:EG20274,GeneID:945047;Name=NP_414882.1;Ontology_term=GO:0019395;experiment=N-terminus verified by Edman degradation: PMID 8399388;gbkey=CDS;gene=mhpB;go_process=fatty acid oxidation|0019395||;product=2%2C3-dihydroxyphenylpropionate 1%2C2-dioxygenase;protein_id=NP_414882.1;transl_table=11	0.0471120048603404	0.14845656065628193	0.3263061419430805	0.33884919541036074	0.21427947820266036	0.2024539379507	0.0383707483233787	0.011288555829148944	0.1272785020759974	0.11220523227674177	0.09925229045123188	0.11414513444597785	0.056751624721109166	0.06338644297890818	0.037784176336762655	0.06459104010584878	0.046819390750232164	0.017432120189275167	0.010969945670150949	0.00963551525331818	1.0	3
mhpC	sense	NC_000913.3	RefSeq	CDS	371239	372105	.	+	0	ID=cds345;Parent=gene358;Dbxref=ASAP:ABE-0001201,UniProtKB/Swiss-Prot:P77044,Genbank:NP_414883.5,EcoGene:EG20275,GeneID:944954;Name=NP_414883.5;Ontology_term=GO:0019395;gbkey=CDS;gene=mhpC;go_process=fatty acid oxidation|0019395||;product=2-hydroxy-6-ketonona-2%2C4-dienedioic acid hydrolase;protein_id=NP_414883.5;transl_table=11	0.002180292907858155	0.010047974532223959	0.024038481337768	0.047044728818699234	0.03021471300875926	0.09135116712409633	0.012119541238725709	0.0035954941091406968	0.07951921424260247	0.1350111737964047	0.06568403611975833	0.06695586544940894	0.0409719046767032	0.07800327240198235	0.034097915230737026	0.007286184402184158	0.03168873398338883	0.05899284576248609	0.021779355550007002	0.015651836972463192	1.0	0
mhpD	sense	NC_000913.3	RefSeq	CDS	372115	372924	.	+	0	ID=cds346;Parent=gene359;Dbxref=ASAP:ABE-0001205,UniProtKB/Swiss-Prot:P77608,Genbank:NP_414884.2,EcoGene:EG14274,GeneID:944768;Name=NP_414884.2;Ontology_term=GO:0019395;gbkey=CDS;gene=mhpD;go_process=fatty acid oxidation|0019395||;product=2-keto-4-pentenoate hydratase;protein_id=NP_414884.2;transl_table=11	0.0019433045483083552	0.010448437285319842	0.04820760659584995	0.05765536059030803	0.06463321217525896	0.02442650773100836	0.010802199799733785	0.005341132553433644	0.13387655151471964	0.13537805198606884	0.07983336405859953	0.050496814912514086	0.04108324137419424	0.0648896787807795	0.04558743014544188	0.025976831346917438	0.028244306376498732	0.03855909194040755	0.01764730390415586	0.01627564206919179	1.0	0
