Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Grad-00L.fastq	Grad-01.fastq	Grad-02.fastq	Grad-03.fastq	Grad-04.fastq	Grad-05.fastq	Grad-06.fastq	Grad-07.fastq	Grad-08.fastq	Grad-09.fastq	Grad-10.fastq	Grad-11.fastq	Grad-12.fastq	Grad-13.fastq	Grad-14.fastq	Grad-15.fastq	Grad-16.fastq	Grad-17.fastq	Grad-18.fastq	Grad-19.fastq	Grad-20.fastq	Grad-21P.fastq	gene	Name
sense	NC_000913.3	RefSeq	CDS	671605	672186	.	-	0	ID=cds637;Parent=gene655;Dbxref=ASAP:ABE-0002194,UniProtKB/Swiss-Prot:P0ADC1,Genbank:NP_415174.1,EcoGene:EG10855,GeneID:946257;Name=NP_415174.1;Note=a minor lipoprotein;Ontology_term=GO:0019866,GO:0042158;gbkey=CDS;gene=lptE;go_component=organelle inner membrane|0019866||;go_process=lipoprotein biosynthetic process|0042158||;product=LPS assembly OM complex LptDE%2C lipoprotein component;protein_id=NP_415174.1;transl_table=11	112.0	67.0	144.0	127.0	180.0	167.0	168.0	176.0	92.0	133.0	123.0	199.0	152.0	114.0	112.0	151.0	173.0	218.0	329.0	320.0	382.0	555.0	lptE	NP_415174.1
sense	NC_000913.3	RefSeq	CDS	672201	674783	.	-	0	ID=cds638;Parent=gene656;Dbxref=ASAP:ABE-0002196,UniProtKB/Swiss-Prot:P07813,Genbank:NP_415175.1,EcoGene:EG10532,GeneID:947497;Name=NP_415175.1;Note=leucine tRNA synthetase;Ontology_term=GO:0005737,GO:0006418;experiment=N-terminus verified by Edman degradation: PMID 3320963;gbkey=CDS;gene=leuS;go_component=cytoplasm|0005737||;go_process=tRNA aminoacylation for protein translation|0006418||;product=leucyl-tRNA synthetase;protein_id=NP_415175.1;transl_table=11	322.0	66.0	312.0	404.0	637.0	552.0	560.0	571.0	304.0	552.0	591.0	681.0	587.0	367.0	316.0	346.0	384.0	523.0	841.0	894.0	1061.0	2445.0	leuS	NP_415175.1
sense	NC_000913.3	RefSeq	CDS	675018	675500	.	+	0	ID=cds639;Parent=gene657;Dbxref=ASAP:ABE-0002199,UniProtKB/Swiss-Prot:P0AAT9,Genbank:NP_415176.1,EcoGene:EG12851,GeneID:945252;Name=NP_415176.1;Note=putative alpha helical protein;gbkey=CDS;gene=ybeL;product=DUF1451 family protein;protein_id=NP_415176.1;transl_table=11	458.0	19.0	92.0	154.0	297.0	304.0	330.0	366.0	212.0	496.0	996.0	1292.0	998.0	660.0	529.0	540.0	494.0	622.0	1077.0	1276.0	1406.0	5380.0	ybeL	NP_415176.1
sense	NC_000913.3	RefSeq	CDS	675570	676547	.	-	0	ID=cds640;Parent=gene658;Dbxref=ASAP:ABE-0002201,UniProtKB/Swiss-Prot:P77234,Genbank:NP_415177.4,EcoGene:EG13647,GeneID:945251;Name=NP_415177.4;gbkey=CDS;gene=ybeQ;product=Sel1 family TPR-like repeat protein;protein_id=NP_415177.4;transl_table=11	93.0	1.0	2.0	5.0	11.0	11.0	10.0	7.0	7.0	12.0	24.0	12.0	9.0	7.0	6.0	3.0	1.0	2.0	3.0	8.0	3.0	8.0	ybeQ	NP_415177.4
sense	NC_000913.3	RefSeq	CDS	676711	677418	.	+	0	ID=cds641;Parent=gene659;Dbxref=ASAP:ABE-0002208,UniProtKB/Swiss-Prot:P77627,Genbank:NP_415178.1,EcoGene:EG13648,GeneID:945249;Name=NP_415178.1;gbkey=CDS;gene=ybeR;product=uncharacterized protein;protein_id=NP_415178.1;transl_table=11	12.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ybeR	NP_415178.1
sense	NC_000913.3	RefSeq	CDS	677415	678842	.	+	0	ID=cds642;Parent=gene660;Dbxref=ASAP:ABE-0002210,UniProtKB/Swiss-Prot:P77381,Genbank:NP_415179.1,EcoGene:EG13649,GeneID:945245;Name=NP_415179.1;Note=putative enzyme of polynucleotide modification;Ontology_term=GO:0006457;gbkey=CDS;gene=djlB;go_process=protein folding|0006457||;product=putative HscC co-chaperone%2C uncharacterized J domain-containing protein;protein_id=NP_415179.1;transl_table=11	34.0	0.0	1.0	1.0	2.0	2.0	2.0	4.0	1.0	5.0	4.0	5.0	1.0	2.0	1.0	1.0	1.0	0.0	2.0	1.0	3.0	1.0	djlB	NP_415179.1
sense	NC_000913.3	RefSeq	CDS	678852	679406	.	-	0	ID=cds643;Parent=gene661;Dbxref=ASAP:ABE-0002213,UniProtKB/Swiss-Prot:P77296,Genbank:NP_415180.1,EcoGene:EG13650,GeneID:945243;Name=NP_415180.1;gbkey=CDS;gene=ybeT;product=Sel1 family TPR-like repeat protein;protein_id=NP_415180.1;transl_table=11	12.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	ybeT	NP_415180.1
sense	NC_000913.3	RefSeq	CDS	679508	680215	.	+	0	ID=cds644;Parent=gene662;Dbxref=ASAP:ABE-0002220,UniProtKB/Swiss-Prot:P77427,Genbank:NP_415181.1,EcoGene:EG13651,GeneID:945244;Name=NP_415181.1;Note=putative tRNA ligase;gbkey=CDS;gene=ybeU;product=DUF1266 family protein;protein_id=NP_415181.1;transl_table=11	24.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	1.0	0.0	2.0	2.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	4.0	2.0	5.0	ybeU	NP_415181.1
sense	NC_000913.3	RefSeq	CDS	680212	681663	.	+	0	ID=cds645;Parent=gene663;Dbxref=ASAP:ABE-0002222,UniProtKB/Swiss-Prot:P77359,Genbank:NP_415182.1,EcoGene:EG13652,GeneID:945253;Name=NP_415182.1;gbkey=CDS;gene=djlC;product=J domain-containing HscC co-chaperone%3B Hsc56;protein_id=NP_415182.1;transl_table=11	57.0	7.0	18.0	13.0	18.0	8.0	12.0	15.0	5.0	12.0	22.0	17.0	16.0	8.0	12.0	4.0	3.0	2.0	8.0	7.0	5.0	7.0	djlC	NP_415182.1
sense	NC_000913.3	RefSeq	CDS	681723	683393	.	-	0	ID=cds646;Parent=gene664;Dbxref=ASAP:ABE-0002225,UniProtKB/Swiss-Prot:P77319,Genbank:NP_415183.1,EcoGene:EG13653,GeneID:945218;Name=NP_415183.1;Ontology_term=GO:0006457;gbkey=CDS;gene=hscC;go_process=protein folding|0006457||;product=Hsp70 family chaperone Hsc62%3B RpoD-binding transcription inhibitor;protein_id=NP_415183.1;transl_table=11	79.0	3.0	9.0	12.0	20.0	14.0	31.0	25.0	8.0	15.0	14.0	27.0	16.0	14.0	8.0	5.0	5.0	12.0	16.0	15.0	20.0	53.0	hscC	NP_415183.1
sense	NC_000913.3	RefSeq	CDS	683477	684412	.	-	0	ID=cds647;Parent=gene665;Dbxref=ASAP:ABE-0002227,UniProtKB/Swiss-Prot:P41409,Genbank:NP_415184.1,EcoGene:EG12701,GeneID:945503;Name=NP_415184.1;Ontology_term=GO:0009226;gbkey=CDS;gene=rihA;go_process=nucleotide-sugar biosynthetic process|0009226||;product=ribonucleoside hydrolase 1;protein_id=NP_415184.1;transl_table=11	205.0	9.0	51.0	82.0	160.0	165.0	162.0	175.0	111.0	200.0	287.0	375.0	353.0	222.0	186.0	207.0	190.0	258.0	487.0	593.0	726.0	1981.0	rihA	NP_415184.1
sense	NC_000913.3	RefSeq	CDS	684530	685255	.	-	0	ID=cds648;Parent=gene666;Dbxref=ASAP:ABE-0002232,UniProtKB/Swiss-Prot:P0AAG3,Genbank:NP_415185.1,EcoGene:EG12663,GeneID:945254;Name=NP_415185.1;Note=ATP-binding protein of glutamate/aspartate transport system;Ontology_term=GO:0005737,GO:0006537,GO:0006532;gbkey=CDS;gene=gltL;go_component=cytoplasm|0005737||;go_process=glutamate biosynthetic process|0006537||,aspartate biosynthetic process|0006532||;product=glutamate/aspartate ABC transporter ATPase;protein_id=NP_415185.1;transl_table=11	91.0	15.0	43.0	64.0	103.0	94.0	86.0	106.0	48.0	95.0	140.0	166.0	117.0	109.0	95.0	92.0	73.0	104.0	171.0	199.0	267.0	479.0	gltL	NP_415185.1
sense	NC_000913.3	RefSeq	CDS	685255	685929	.	-	0	ID=cds649;Parent=gene667;Dbxref=ASAP:ABE-0002234,UniProtKB/Swiss-Prot:P0AER5,Genbank:NP_415186.1,EcoGene:EG12662,GeneID:947354;Name=NP_415186.1;Note=glutamate/aspartate transport system permease%3B membrane component of ABC superfamily;Ontology_term=GO:0009274,GO:0019866,GO:0006537,GO:0006532;gbkey=CDS;gene=gltK;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=glutamate biosynthetic process|0006537||,aspartate biosynthetic process|0006532||;product=glutamate/aspartate ABC transporter permease;protein_id=NP_415186.1;transl_table=11	66.0	13.0	33.0	48.0	86.0	78.0	79.0	80.0	39.0	94.0	117.0	139.0	116.0	98.0	82.0	64.0	78.0	82.0	142.0	162.0	194.0	279.0	gltK	NP_415186.1
sense	NC_000913.3	RefSeq	CDS	685929	686669	.	-	0	ID=cds650;Parent=gene668;Dbxref=ASAP:ABE-0002239,UniProtKB/Swiss-Prot:P0AER3,Genbank:NP_415187.1,EcoGene:EG12661,GeneID:945443;Name=NP_415187.1;Note=glutamate/aspartate transport system permease%3B membrane component of ABC superfamily;Ontology_term=GO:0009274,GO:0019866,GO:0006537,GO:0006532;gbkey=CDS;gene=gltJ;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=glutamate biosynthetic process|0006537||,aspartate biosynthetic process|0006532||;product=glutamate/aspartate ABC transporter permease;protein_id=NP_415187.1;transl_table=11	65.0	36.0	69.0	52.0	86.0	84.0	73.0	108.0	44.0	82.0	111.0	149.0	118.0	90.0	88.0	78.0	79.0	86.0	189.0	181.0	183.0	419.0	gltJ	NP_415187.1
sense	NC_000913.3	RefSeq	CDS	686839	687747	.	-	0	ID=cds651;Parent=gene669;Dbxref=ASAP:ABE-0002241,UniProtKB/Swiss-Prot:P37902,Genbank:NP_415188.1,EcoGene:EG12700,GeneID:946938;Name=NP_415188.1;Note=periplasmic-binding component of ABC superfamily;Ontology_term=GO:0042597,GO:0006537;gbkey=CDS;gene=gltI;go_component=periplasmic space|0042597||;go_process=glutamate biosynthetic process|0006537||;product=glutamate/aspartate periplasmic binding protein;protein_id=NP_415188.1;transl_table=11	1019.0	30.0	424.0	2011.0	4458.0	4021.0	3098.0	3383.0	1471.0	1906.0	1805.0	1973.0	1719.0	1204.0	1032.0	977.0	728.0	782.0	1289.0	1250.0	1785.0	3890.0	gltI	NP_415188.1
sense	NC_000913.3	RefSeq	CDS	687997	689013	.	-	0	ID=cds652;Parent=gene670;Dbxref=ASAP:ABE-0002246,UniProtKB/Swiss-Prot:P0CE51,Genbank:NP_415189.1,EcoGene:EG40008,GeneID:944917;Name=NP_415189.1;gbkey=CDS;gene=insH1;product=IS5 transposase and trans-activator;protein_id=NP_415189.1;transl_table=11	168.62846320346446	28.80548340548336	139.60548340548496	205.74704184704373	365.99660894660354	339.22633477633514	364.598809523806	416.1794011543879	242.34942279942493	440.8507215007068	552.0362554112086	672.9694805194584	566.4617604617099	384.819408369397	314.18362193362515	307.3235930735978	243.7256132756159	316.5874819624848	526.5725468974978	547.056240981186	604.1805555555127	853.2757936508376	insH1	NP_415189.1
sense	NC_000913.3	RefSeq	CDS	689343	690881	.	-	0	ID=cds653;Parent=gene671;Dbxref=ASAP:ABE-0002250,UniProtKB/Swiss-Prot:P23930,Genbank:NP_415190.1,EcoGene:EG10168,GeneID:946201;Name=NP_415190.1;Note=apolipoprotein N-acyltransferase%2C copper homeostasis protein%2C inner membrane;Ontology_term=GO:0009274,GO:0019866,GO:0042158;gbkey=CDS;gene=lnt;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=lipoprotein biosynthetic process|0042158||;product=apolipoprotein N-acyltransferase;protein_id=NP_415190.1;transl_table=11	92.0	24.0	77.0	161.0	266.0	196.0	206.0	219.0	86.0	137.0	128.0	178.0	146.0	92.0	69.0	79.0	74.0	120.0	214.0	256.0	308.0	445.0	lnt	NP_415190.1
sense	NC_000913.3	RefSeq	CDS	690906	691784	.	-	0	ID=cds654;Parent=gene672;Dbxref=ASAP:ABE-0002252,UniProtKB/Swiss-Prot:P0AE78,Genbank:NP_415191.1,EcoGene:EG13654,GeneID:946417;Name=NP_415191.1;Note=putative transport protein;Ontology_term=GO:0009274;gbkey=CDS;gene=ybeX;go_component=peptidoglycan-based cell wall|0009274||;product=putative ion transport;protein_id=NP_415191.1;transl_table=11	209.0	30.0	104.0	183.0	335.0	342.0	373.0	435.0	225.0	376.0	462.0	550.0	428.0	305.0	267.0	272.0	247.0	421.0	692.0	814.0	901.0	1364.0	ybeX	NP_415191.1
sense	NC_000913.3	RefSeq	CDS	691874	692341	.	-	0	ID=cds655;Parent=gene673;Dbxref=ASAP:ABE-0002255,UniProtKB/Swiss-Prot:P0A898,Genbank:NP_415192.1,EcoGene:EG13655,GeneID:946430;Name=NP_415192.1;gbkey=CDS;gene=ybeY;product=ssRNA-specific endoribonuclease%3B 16S rRNA 3' end maturation and quality control co-endoribonuclease working with RNase R%3B rRNA transcription antitermination factor;protein_id=NP_415192.1;transl_table=11	224.0	34.0	144.0	224.0	341.0	303.0	263.0	276.0	160.0	302.0	401.0	523.0	425.0	324.0	286.0	332.0	252.0	323.0	601.0	661.0	762.0	1402.0	ybeY	NP_415192.1
sense	NC_000913.3	RefSeq	CDS	692338	693378	.	-	0	ID=cds656;Parent=gene674;Dbxref=ASAP:ABE-0002257,UniProtKB/Swiss-Prot:P0A9K3,Genbank:NP_415193.2,EcoGene:EG13656,GeneID:948044;Name=NP_415193.2;Note=putative ATP-binding protein in pho regulon;gbkey=CDS;gene=ybeZ;product=heat shock protein%2C putative NTPase%3B PhoH-like protein;protein_id=NP_415193.2;transl_table=11	297.0	50.0	174.0	271.0	416.0	413.0	413.0	435.0	260.0	509.0	583.0	756.0	641.0	460.0	425.0	467.0	408.0	567.0	1031.0	1222.0	1477.0	2621.0	ybeZ	NP_415193.2
sense	NC_000913.3	RefSeq	CDS	693531	694955	.	-	0	ID=cds657;Parent=gene675;Dbxref=ASAP:ABE-0002260,UniProtKB/Swiss-Prot:P0AEI1,Genbank:NP_415194.1,EcoGene:EG13657,GeneID:945260;Name=NP_415194.1;Ontology_term=GO:0005737,GO:0009451;gbkey=CDS;gene=miaB;go_component=cytoplasm|0005737||;go_process=RNA modification|0009451||;product=tRNA-i(6)A37 methylthiotransferase;protein_id=NP_415194.1;transl_table=11	66.0	10.0	42.0	73.0	116.0	73.0	79.0	88.0	47.0	60.0	70.0	85.0	77.0	52.0	51.0	53.0	46.0	83.0	148.0	141.0	187.0	422.0	miaB	NP_415194.1
sense	NC_000913.3	RefSeq	CDS	695101	696276	.	+	0	ID=cds658;Parent=gene676;Dbxref=ASAP:ABE-0002265,UniProtKB/Swiss-Prot:P75728,Genbank:NP_415195.1,EcoGene:EG13658,GeneID:945261;Name=NP_415195.1;gbkey=CDS;gene=ubiF;product=2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol oxygenase;protein_id=NP_415195.1;transl_table=11	146.0	32.0	128.0	152.0	202.0	231.0	206.0	255.0	152.0	261.0	345.0	476.0	401.0	278.0	230.0	191.0	167.0	266.0	416.0	424.0	473.0	920.0	ubiF	NP_415195.1
sense	NC_000913.3	RefSeq	tRNA	696430	696504	.	-	.	ID=rna18;Parent=gene677;Dbxref=ASAP:ABE-0002272,EcoGene:EG30031,GeneID:945257;Note=anticodon: CUG;gbkey=tRNA;gene=glnX;product=tRNA-Gln	8033.999999999998	43113.08333333339	23554.91666666664	13466.08333333334	10101.000000000004	4952.499999999999	2754.4166666666674	2973.916666666667	582.8333333333334	623.3333333333335	207.33333333333331	452.0	669.0	351.0	359.0	475.3333333333333	382.5	902.5833333333334	1968.5	2344.0	3093.5	1013.0	glnX	
sense	NC_000913.3	RefSeq	tRNA	696542	696616	.	-	.	ID=rna19;Parent=gene678;Dbxref=ASAP:ABE-0002274,EcoGene:EG30029,GeneID:945255;Note=anticodon: CUG;gbkey=tRNA;gene=glnV;product=tRNA-Gln	9327.000000000004	44565.08333333339	24305.91666666664	13940.08333333334	10510.000000000004	5170.499999999999	2853.4166666666674	3109.916666666667	625.8333333333334	658.3333333333335	249.33333333333331	507.0	731.0	361.0	337.0	490.3333333333333	345.5	1044.5833333333333	2861.5	2992.0	4126.5	1553.0	glnV	
sense	NC_000913.3	RefSeq	tRNA	696664	696740	.	-	.	ID=rna20;Parent=gene679;Dbxref=ASAP:ABE-0002276,EcoGene:EG30059,GeneID:945262;Note=anticodon: CAU;gbkey=tRNA;gene=metU;product=tRNA-Met	1527.0	16583.25	8114.5	5338.0	4498.0	2294.0	1715.5	1387.0	197.0	410.5	126.5	304.0	343.5	199.5	146.0	233.0	135.5	272.0	496.0	456.0	845.5	899.5	metU	
sense	NC_000913.3	RefSeq	tRNA	696756	696830	.	-	.	ID=rna21;Parent=gene680;Dbxref=ASAP:ABE-0002280,EcoGene:EG30030,GeneID:945750;Note=anticodon: UUG;gbkey=tRNA;gene=glnW;product=tRNA-Gln	5502.499999999998	38626.75000000005	20544.91666666664	12598.416666666672	8732.500000000005	4185.999999999999	2388.9166666666674	2578.4166666666665	522.3333333333334	520.8333333333335	164.33333333333334	321.0	498.5	239.5	203.5	276.3333333333333	136.5	195.58333333333331	237.5	136.0	399.5	325.0	glnW	
sense	NC_000913.3	RefSeq	tRNA	696865	696939	.	-	.	ID=rna22;Parent=gene681;Dbxref=ASAP:ABE-0002284,EcoGene:EG30028,GeneID:945269;Note=anticodon: UUG;gbkey=tRNA;gene=glnU;product=tRNA-Gln	4519.5	23437.08333333333	11831.916666666666	7830.416666666666	5533.5	2803.0	1787.25	1840.75	352.0	433.5	141.0	301.0	429.5	210.5	169.5	229.0	120.5	162.25	220.5	126.0	328.5	268.0	glnU	
sense	NC_000913.3	RefSeq	tRNA	696963	697047	.	-	.	ID=rna23;Parent=gene682;Dbxref=ASAP:ABE-0002288,EcoGene:EG30052,GeneID:945264;Note=anticodon: CAA;gbkey=tRNA;gene=leuW;product=tRNA-Leu	3974.0	56819.0	50782.0	24087.0	17587.0	6319.0	3570.0	4926.0	1164.0	790.0	235.0	451.0	648.0	310.0	272.0	367.0	134.0	186.0	263.0	106.0	409.0	483.0	leuW	
sense	NC_000913.3	RefSeq	tRNA	697057	697133	.	-	.	ID=rna24;Parent=gene683;Dbxref=ASAP:ABE-0002290,EcoGene:EG30058,GeneID:945280;Note=anticodon: CAU;gbkey=tRNA;gene=metT;product=tRNA-Met	3725.0	38917.25	17725.5	11010.0	9331.0	4292.0	3130.5	2849.0	466.0	700.5	197.5	459.0	563.5	293.5	221.0	321.0	123.5	201.0	274.0	164.0	477.5	867.5	metT	
sense	NC_000913.3	RefSeq	CDS	697513	699177	.	-	0	ID=cds659;Parent=gene684;Dbxref=ASAP:ABE-0002292,UniProtKB/Swiss-Prot:P22106,Genbank:NP_415200.1,EcoGene:EG10092,GeneID:945281;Name=NP_415200.1;Ontology_term=GO:0005737,GO:0009063,GO:0006529;gbkey=CDS;gene=asnB;go_component=cytoplasm|0005737||;go_process=cellular amino acid catabolic process|0009063||,asparagine biosynthetic process|0006529||;product=asparagine synthetase B;protein_id=NP_415200.1;transl_table=11	192.0	34.0	111.0	146.0	240.0	212.0	202.0	209.0	126.0	182.0	210.0	241.0	235.0	166.0	135.0	142.0	125.0	184.0	286.0	353.0	418.0	1167.0	asnB	NP_415200.1
sense	NC_000913.3	RefSeq	CDS	699574	700326	.	-	0	ID=cds660;Parent=gene685;Dbxref=ASAP:ABE-0002296,UniProtKB/Swiss-Prot:P0AF24,Genbank:NP_415201.1,EcoGene:EG10634,GeneID:945283;Name=NP_415201.1;Note=N-acetylglucosamine metabolism;Ontology_term=GO:0046349;gbkey=CDS;gene=umpH;go_process=amino sugar biosynthetic process|0046349||;product=UMP phosphatase;protein_id=NP_415201.1;transl_table=11	94.0	23.0	84.0	115.0	155.0	116.0	122.0	125.0	91.0	112.0	151.0	184.0	156.0	100.0	102.0	98.0	106.0	166.0	301.0	332.0	351.0	526.0	umpH	NP_415201.1
sense	NC_000913.3	RefSeq	CDS	700374	701594	.	-	0	ID=cds661;Parent=gene686;Dbxref=ASAP:ABE-0002299,UniProtKB/Swiss-Prot:P0AF20,Genbank:NP_415202.1,EcoGene:EG10636,GeneID:945285;Name=NP_415202.1;Note=transcriptional repressor of nag (N-acetylglucosamine) operon;Ontology_term=GO:0005737,GO:0046349,GO:0006350,GO:0009386,GO:0016563,GO:0016564;gbkey=CDS;gene=nagC;go_component=cytoplasm|0005737||;go_function=transcription activator activity|0016563||,transcription repressor activity|0016564||;go_process=amino sugar biosynthetic process|0046349||,transcription|0006350||,translational attenuation|0009386||;product=N-acetylglucosamine-inducible nag divergent operon transcriptional repressor;protein_id=NP_415202.1;transl_table=11	156.0	46.0	131.0	161.0	291.0	246.0	208.0	301.0	131.0	192.0	249.0	277.0	254.0	156.0	155.0	163.0	146.0	253.0	441.0	445.0	552.0	733.0	nagC	NP_415202.1
sense	NC_000913.3	RefSeq	CDS	701603	702751	.	-	0	ID=cds662;Parent=gene687;Dbxref=ASAP:ABE-0002301,UniProtKB/Swiss-Prot:P0AF18,Genbank:NP_415203.1,EcoGene:EG10632,GeneID:945289;Name=NP_415203.1;Ontology_term=GO:0046349;gbkey=CDS;gene=nagA;go_process=amino sugar biosynthetic process|0046349||;product=N-acetylglucosamine-6-phosphate deacetylase;protein_id=NP_415203.1;transl_table=11	123.0	21.0	285.0	244.0	376.0	243.0	220.0	236.0	86.0	163.0	210.0	247.0	162.0	114.0	89.0	88.0	62.0	90.0	143.0	127.0	177.0	511.0	nagA	NP_415203.1
sense	NC_000913.3	RefSeq	CDS	702811	703611	.	-	0	ID=cds663;Parent=gene688;Dbxref=ASAP:ABE-0002304,UniProtKB/Swiss-Prot:P0A759,Genbank:NP_415204.1,EcoGene:EG10633,GeneID:945290;Name=NP_415204.1;Ontology_term=GO:0046349;gbkey=CDS;gene=nagB;go_process=amino sugar biosynthetic process|0046349||;product=glucosamine-6-phosphate deaminase;protein_id=NP_415204.1;transl_table=11	43.0	4.0	29.0	37.0	61.0	50.0	60.0	53.0	32.0	62.0	76.0	105.0	93.0	63.0	51.0	39.0	39.0	43.0	87.0	94.0	121.0	393.0	nagB	NP_415204.1
sense	NC_000913.3	RefSeq	CDS	703944	705890	.	+	0	ID=cds664;Parent=gene689;Dbxref=ASAP:ABE-0002312,UniProtKB/Swiss-Prot:P09323,Genbank:NP_415205.1,EcoGene:EG10635,GeneID:945292;Name=NP_415205.1;Note=PTS system%2C N-acetylglucosamine-specific enzyme IIABC;Ontology_term=GO:0009274,GO:0019866,GO:0009310,GO:0046349;gbkey=CDS;gene=nagE;go_component=peptidoglycan-based cell wall|0009274||,organelle inner membrane|0019866||;go_process=amine catabolic process|0009310||,amino sugar biosynthetic process|0046349||;product=N-acetyl glucosamine specific PTS enzyme IIC%2C IIB%2C and IIA components;protein_id=NP_415205.1;transl_table=11	208.0	107.0	269.0	284.0	410.0	369.0	338.0	378.0	208.0	303.0	372.0	488.0	426.0	263.0	201.0	183.0	141.0	194.0	262.0	284.0	300.0	1154.0	nagE	NP_415205.1
sense	NC_000913.3	RefSeq	CDS	706093	707757	.	+	0	ID=cds665;Parent=gene690;Dbxref=ASAP:ABE-0002317,UniProtKB/Swiss-Prot:P00962,Genbank:NP_415206.1,EcoGene:EG10390,GeneID:945310;Name=NP_415206.1;Note=glutamine tRNA synthetase;Ontology_term=GO:0005737,GO:0006418;gbkey=CDS;gene=glnS;go_component=cytoplasm|0005737||;go_process=tRNA aminoacylation for protein translation|0006418||;product=glutamyl-tRNA synthetase;protein_id=NP_415206.1;transl_table=11	206.0	59.0	226.0	308.0	417.0	393.0	351.0	387.0	205.0	327.0	349.0	430.0	394.0	307.0	269.0	322.0	279.0	366.0	660.0	722.0	881.0	1781.0	glnS	NP_415206.1
sense	NC_000913.3	RefSeq	CDS	708334	709740	.	+	0	ID=cds666;Parent=gene691;Dbxref=ASAP:ABE-0002323,UniProtKB/Swiss-Prot:P75733,Genbank:NP_415207.1,EcoGene:EG13659,GeneID:945296;Name=NP_415207.1;gbkey=CDS;gene=chiP;product=chitoporin%2C uptake of chitosugars;protein_id=NP_415207.1;transl_table=11	54.0	3.0	3.0	4.0	18.0	26.0	34.0	61.0	31.0	48.0	52.0	71.0	63.0	21.0	14.0	15.0	10.0	21.0	29.0	18.0	19.0	16.0	chiP	NP_415207.1
sense	NC_000913.3	RefSeq	CDS	709790	710116	.	+	0	ID=cds667;Parent=gene692;Dbxref=ASAP:ABE-0002325,UniProtKB/Swiss-Prot:P75734,Genbank:NP_415208.1,EcoGene:EG13660,GeneID:945713;Name=NP_415208.1;gbkey=CDS;gene=chiQ;product=chitosugar-induced verified lipoprotein;protein_id=NP_415208.1;transl_table=11	17.0	12.0	34.0	34.0	33.0	25.0	10.0	21.0	7.0	11.0	18.0	9.0	7.0	4.0	1.0	1.0	3.0	2.0	4.0	2.0	2.0	3.0	chiQ	NP_415208.1
sense	NC_000913.3	RefSeq	CDS	710200	710646	.	-	0	ID=cds668;Parent=gene693;Dbxref=ASAP:ABE-0002327,UniProtKB/Swiss-Prot:P0A9A9,Genbank:NP_415209.1,EcoGene:EG10359,GeneID:945295;Name=NP_415209.1;Note=negative regulator;Ontology_term=GO:0005737,GO:0006350,GO:0016564;gbkey=CDS;gene=fur;go_component=cytoplasm|0005737||;go_function=transcription repressor activity|0016564||;go_process=transcription|0006350||;product=ferric iron uptake regulon transcriptional repressor%3B autorepressor;protein_id=NP_415209.1;transl_table=11	160.0	28.0	161.0	212.0	344.0	299.0	280.0	345.0	166.0	232.0	288.0	395.0	303.0	204.0	234.0	241.0	226.0	352.0	671.0	734.0	901.0	954.0	fur	NP_415209.1
sense	NC_000913.3	RefSeq	CDS	710639	710725	.	-	0	ID=cds669;Parent=gene694;Dbxref=UniProtKB/Swiss-Prot:A8DYP9,Genbank:YP_001491546.1,EcoGene:EG14465,GeneID:5625562;Name=YP_001491546.1;gbkey=CDS;gene=uof;product=ryhB-regulated fur leader peptide;protein_id=YP_001491546.1;transl_table=11	56.0	9.0	37.0	68.0	111.0	131.0	144.0	163.0	73.0	153.0	161.0	223.0	148.0	99.0	127.0	86.0	69.0	89.0	144.0	130.0	184.0	216.0	uof	YP_001491546.1
sense	NC_000913.3	RefSeq	CDS	710935	711465	.	-	0	ID=cds670;Parent=gene695;Dbxref=ASAP:ABE-0002332,UniProtKB/Swiss-Prot:P61949,Genbank:NP_415210.1,EcoGene:EG10318,GeneID:945293;Name=NP_415210.1;gbkey=CDS;gene=fldA;product=flavodoxin 1;protein_id=NP_415210.1;transl_table=11	150.0	62.0	176.0	149.0	201.0	159.0	149.0	156.0	116.0	199.0	229.0	273.0	296.0	202.0	166.0	168.0	151.0	246.0	516.0	538.0	629.0	860.0	fldA	NP_415210.1
